,基金代码,拼音缩写,基金简称,基金类型,拼音全称
11459,168702,HXZYJRKJZSLOFC,合煦智远金融科技指数(LOF)C,指数型-股票,HEXUZHIYUANJINRONGKEJIZHISHULOFC
11460,169101,DFHRFHH,东方红睿丰混合,混合型-灵活,DONGFANGHONGRUIFENGHUNHE
11461,169102,DFHRYSNHH,东方红睿阳三年混合,混合型-灵活,DONGFANGHONGRUIYANGSANNIANHUNHE
11462,169103,DFHRXSNDKHH,东方红睿轩三年定开混合,混合型-灵活,DONGFANGHONGRUIXUANSANNIANDINGKAIHUNHE
11463,169104,DFHRMHGSHHLOF,东方红睿满沪港深混合(LOF),混合型-灵活,DONGFANGHONGRUIMANHUGANGSHENHUNHELOF
11464,169105,DFHRHHGSHHLOF,东方红睿华沪港深混合(LOF),混合型-灵活,DONGFANGHONGRUIHUAHUGANGSHENHUNHELOF
11465,169106,DFHCXYXDKHH,东方红创新优选定开混合,混合型-偏债,DONGFANGHONGCHUANGXINYOUXUANDINGKAIHUNHE
11466,169107,DFHHYWNDKHH,东方红恒阳五年定开混合,混合型-偏股,DONGFANGHONGHENGYANGWUNIANDINGKAIHUNHE
11467,169108,DFHJHYXDKHH,东方红均衡优选定开混合,混合型-偏债,DONGFANGHONGJUNHENGYOUXUANDINGKAIHUNHE
11468,169201,ZSDYSJQDHH,浙商鼎盈事件驱动混合,混合型-灵活,ZHESHANGDINGYINGSHIJIANQUDONGHUNHE
11469,180001,YHYSQYHH,银华优势企业混合,混合型-平衡,YINHUAYOUSHIQIYEHUNHE
11470,180003,YHDQS88ZSA,银华-道琼斯88指数A,指数型-股票,YINHUADAOQIONGSI88ZHISHUA
11471,180008,YHHBA,银华货币A,货币型,YINHUAHUOBIA
11472,180009,YHHBB,银华货币B,货币型,YINHUAHUOBIB
11473,180010,YHYZZZHH,银华优质增长混合,混合型-偏股,YINHUAYOUZHIZENGZHANGHUNHE
11474,180011,YHYSQYHH,银华优势企业混合(后端),混合型-平衡,YINHUAYOUSHIQIYEHUNHE
11475,180012,YHFYZTHH,银华富裕主题混合,混合型-偏股,YINHUAFUYUZHUTIHUNHE
11476,180013,YHLXCLHH,银华领先策略混合,混合型-偏股,YINHUALINGXIANCELUEHUNHE
11477,180015,YHZQSYZQ,银华增强收益债券,债券型-混合债,YINHUAZENGQIANGSHOUYIZHAIQUAN
11478,180018,YHHXZTHH,银华和谐主题混合,混合型-灵活,YINHUAHEXIEZHUTIHUNHE
11479,180020,YHCZXFHH,银华成长先锋混合,混合型-灵活,YINHUACHENGZHANGXIANFENGHUNHE
11480,180025,YHXYSLZQA,银华信用双利债券A,债券型-混合债,YINHUAXINYONGSHUANGLIZHAIQUANA
11481,180026,YHXYSLZQC,银华信用双利债券C,债券型-混合债,YINHUAXINYONGSHUANGLIZHAIQUANC
11482,180028,YHYXLHPZHH,银华永祥灵活配置混合,混合型-灵活,YINHUAYONGXIANGLINGHUOPEIZHIHUNHE
11483,180031,YHZXPHH,银华中小盘混合,混合型-偏股,YINHUAZHONGXIAOPANHUNHE
11484,180101,BSSKCYREITS,博时蛇口产园REITs,REITs,
11485,180201,PAGZGHREITS,平安广州广河REITs,REITs,
11486,180301,YGREIT,盐港REIT,REITs,
11487,180801,SGLW,首钢绿能,REITs,
11488,183001,YHQQYX,银华全球优选,QDII,YINHUAQUANQIUYOUXUAN
11489,184801,PHQHWKREITS,鹏华前海万科REITS,混合型-偏债,PENGHUAQIANHAIWANKEREITS
11490,200001,CCJHLHPZHH,长城久恒灵活配置混合,混合型-灵活,CHANGCHENGJIUHENGLINGHUOPEIZHIHUNHE
11491,200002,CCJTHS300ZSA,长城久泰沪深300指数A,指数型-股票,CHANGCHENGJIUTAIHUSHEN300ZHISHUA
11492,200003,CCHBA,长城货币A,货币型,CHANGCHENGHUOBIA
11493,200006,CCXFZZHH,长城消费增值混合,混合型-偏股,CHANGCHENGXIAOFEIZENGZHIHUNHE
11494,200007,CCAXHBHH,长城安心回报混合,混合型-灵活,CHANGCHENGANXINHUIBAOHUNHE
11495,200008,CCPPYXHH,长城品牌优选混合,混合型-偏股,CHANGCHENGPINPAIYOUXUANHUNHE
11496,200009,CCWJZLZQA,长城稳健增利债券A,债券型-混合债,CHANGCHENGWENJIANZENGLIZHAIQUANA
11497,200010,CCSDLHH,长城双动力混合,混合型-偏股,CHANGCHENGSHUANGDONGLIHUNHE
11498,200012,CCZXPCZHH,长城中小盘成长混合,混合型-偏股,CHANGCHENGZHONGXIAOPANCHENGZHANGHUNHE
11499,200013,CCJJZLZQA,长城积极增利债券A,债券型-混合债,CHANGCHENGJIJIZENGLIZHAIQUANA
11500,200015,CCYHSJHH,长城优化升级混合,混合型-偏股,CHANGCHENGYOUHUASHENGJIHUNHE
11501,200016,CCWJCZLHPZHH,长城稳健成长灵活配置混合,混合型-灵活,CHANGCHENGWENJIANCHENGZHANGLINGHUOPEIZHIHUNHE
11502,200103,CCHBB,长城货币B,货币型,CHANGCHENGHUOBIB
11503,200113,CCJJZLZQC,长城积极增利债券C,债券型-混合债,CHANGCHENGJIJIZENGLIZHAIQUANC
11504,201001,CCJHLHPZHH,长城久恒灵活配置混合(后端),混合型-灵活,CHANGCHENGJIUHENGLINGHUOPEIZHIHUNHE
11505,201002,CCJTHS300ZSA,长城久泰沪深300指数A(后端),指数型-股票,CHANGCHENGJIUTAIHUSHEN300ZHISHUA
11506,202001,NFWJCZHH,南方稳健成长混合,混合型-偏股,NANFANGWENJIANCHENGZHANGHUNHE
11507,202002,NFWJCZEHHH,南方稳健成长贰号混合,混合型-偏股,NANFANGWENJIANCHENGZHANGERHAOHUNHE
11508,202003,NFJYCZHHA,南方绩优成长混合A,混合型-偏股,NANFANGJIYOUCHENGZHANGHUNHEA
11509,202004,NFJYCZHHA,南方绩优成长混合A(后端),混合型-偏股,NANFANGJIYOUCHENGZHANGHUNHEA
11510,202005,NFCFJXHHA,南方成份精选混合A,混合型-偏股,NANFANGCHENGFENJINGXUANHUNHEA
11511,202006,NFCFJXHHA,南方成份精选混合A(后端),混合型-偏股,NANFANGCHENGFENJINGXUANHUNHEA
11512,202007,NFLYCYZTHH,南方隆元产业主题混合,混合型-偏股,NANFANGLONGYUANCHANYEZHUTIHUNHE
11513,202008,NFLYCYZTHH,南方隆元产业主题混合(后端),混合型-偏股,NANFANGLONGYUANCHANYEZHUTIHUNHE
11514,202009,NFSYHLHH,南方盛元红利混合,混合型-偏股,NANFANGSHENGYUANHONGLIHUNHE
11515,202010,NFSYHLHH,南方盛元红利混合(后端),混合型-偏股,NANFANGSHENGYUANHONGLIHUNHE
11516,202011,NFYXJZHHA,南方优选价值混合A,混合型-偏股,NANFANGYOUXUANJIAZHIHUNHEA
11517,202012,NFYXJZHHA,南方优选价值混合A(后端),混合型-偏股,NANFANGYOUXUANJIAZHIHUNHEA
11518,202015,NFHS300LJJJA,南方沪深300联接基金A,指数型-股票,NANFANGHUSHEN300LIANJIEJIJINA
11519,202016,NFHS300LJJJA,南方沪深300联接基金A(后端),指数型-股票,NANFANGHUSHEN300LIANJIEJIJINA
11520,202017,NFSZCFETFLJA,南方深证成份ETF联接A,指数型-股票,NANFANGSHENZHENGCHENGFENETFLIANJIEA
11521,202018,NFSZCFETFLJA,南方深证成份ETF联接A(后端),指数型-股票,NANFANGSHENZHENGCHENGFENETFLIANJIEA
11522,202019,NFCLYHHH,南方策略优化混合,混合型-偏股,NANFANGCELUEYOUHUAHUNHE
11523,202020,NFCLYHHH,南方策略优化混合(后端),混合型-偏股,NANFANGCELUEYOUHUAHUNHE
11524,202021,NFXKETFLJA,南方小康ETF联接A,指数型-股票,NANFANGXIAOKANGETFLIANJIEA
11525,202022,NFXKETFLJA,南方小康ETF联接A(后端),指数型-股票,NANFANGXIAOKANGETFLIANJIEA
11526,202023,NFYXCZHHA,南方优选成长混合A,混合型-平衡,NANFANGYOUXUANCHENGZHANGHUNHEA
11527,202024,NFYXCZHHA,南方优选成长混合A(后端),混合型-平衡,NANFANGYOUXUANCHENGZHANGHUNHEA
11528,202025,NFSZ380ETFLJA,南方上证380ETF联接A,指数型-股票,NANFANGSHANGZHENG380ETFLIANJIEA
11529,202026,NFSZ380ETFLJA,南方上证380ETF联接A(后端),指数型-股票,NANFANGSHANGZHENG380ETFLIANJIEA
11530,202027,NFGDZBLHPZHHA,南方高端装备灵活配置混合A,混合型-灵活,NANFANGGAODUANZHUANGBEILINGHUOPEIZHIHUNHEA
11531,202101,NFBYZQA,南方宝元债券A,债券型-混合债,NANFANGBAOYUANZHAIQUANA
11532,202102,NFDLZQZQC,南方多利增强债券C,债券型-混合债,NANFANGDUOLIZENGQIANGZHAIQUANC
11533,202103,NFDLZQZQA,南方多利增强债券A,债券型-混合债,NANFANGDUOLIZENGQIANGZHAIQUANA
11534,202105,NFGLHBZQAB,南方广利回报债券A/B,债券型-混合债,NANFANGGUANGLIHUIBAOZHAIQUANAB
11535,202106,NFGLHBZQAB,南方广利回报债券A/B(后端),债券型-混合债,NANFANGGUANGLIHUIBAOZHAIQUANAB
11536,202107,NFGLHBZQC,南方广利回报债券C,债券型-混合债,NANFANGGUANGLIHUIBAOZHAIQUANC
11537,202108,NFRYCZZQAB,南方润元纯债债券A/B,债券型-长债,NANFANGRUNYUANCHUNZHAIZHAIQUANAB
11538,202109,NFRYCZZQAB,南方润元纯债债券A/B(后端),债券型-长债,NANFANGRUNYUANCHUNZHAIZHAIQUANAB
11539,202110,NFRYCZZQC,南方润元纯债债券C,债券型-长债,NANFANGRUNYUANCHUNZHAIZHAIQUANC
11540,202211,NFZZ100ZSA,南方中证100指数A,指数型-股票,NANFANGZHONGZHENG100ZHISHUA
11541,202212,NFPHPZHH,南方平衡配置混合,混合型-平衡,NANFANGPINGHENGPEIZHIHUNHE
11542,202213,NFHXJZHH,南方核心竞争混合,混合型-偏股,NANFANGHEXINJINGZHENGHUNHE
11543,202301,NFXJZLHBA,南方现金增利货币A,货币型,NANFANGXIANJINZENGLIHUOBIA
11544,202302,NFXJZLHBB,南方现金增利货币B,货币型,NANFANGXIANJINZENGLIHUOBIB
11545,202305,NFLC60TZQA,南方理财60天债券A,债券型-中短债,NANFANGLICAI60TIANZHAIQUANA
11546,202306,NFLC60TZQB,南方理财60天债券B,债券型-中短债,NANFANGLICAI60TIANZHAIQUANB
11547,202307,NFSYBHBA,南方收益宝货币A,货币型,NANFANGSHOUYIBAOHUOBIA
11548,202308,NFSYBHBB,南方收益宝货币B,货币型,NANFANGSHOUYIBAOHUOBIB
11549,202801,NFQQJXPZ,南方全球精选配置,QDII,NANFANGQUANQIUJINGXUANPEIZHI
11550,206001,PHHTA,鹏华弘泰A,混合型-灵活,PENGHUAHONGTAIA
11551,206002,PHJXCZHH,鹏华精选成长混合,混合型-偏股,PENGHUAJINGXUANCHENGZHANGHUNHE
11552,206003,PHXYZLZQA,鹏华信用增利债券A,债券型-混合债,PENGHUAXINYONGZENGLIZHAIQUANA
11553,206004,PHXYZLZQB,鹏华信用增利债券B,债券型-混合债,PENGHUAXINYONGZENGLIZHAIQUANB
11554,206006,PHQQZDZQDIIRMBA,鹏华全球中短债(QDII)人民币A,QDII,PENGHUAQUANQIUZHONGDUANZHAIQDIIRENMINBIA
11555,206007,PHXFYXHH,鹏华消费优选混合,混合型-偏股,PENGHUAXIAOFEIYOUXUANHUNHE
11556,206008,PHFSZQ,鹏华丰盛债券,债券型-混合债,PENGHUAFENGSHENGZHAIQUAN
11557,206009,PHXXCYHH,鹏华新兴产业混合,混合型-偏股,PENGHUAXINXINGCHANYEHUNHE
11558,206011,PHMGFDCQDII,鹏华美国房地产(QDII),QDII,PENGHUAMEIGUOFANGDICHANQDII
11559,206012,PHJZJXGP,鹏华价值精选股票,股票型,PENGHUAJIAZHIJINGXUANGUPIAO
11560,206013,PHHGLHPZHH,鹏华宏观灵活配置混合,混合型-灵活,PENGHUAHONGGUANLINGHUOPEIZHIHUNHE
11561,206015,PHCZZQ,鹏华纯债债券,债券型-长债,PENGHUACHUNZHAIZHAIQUAN
11562,206018,PHCYZZQ,鹏华产业债债券,债券型-长债,PENGHUACHANYEZHAIZHAIQUAN
11563,210001,JYCFYXHH,金鹰成份优选混合,混合型-偏股,JINYINGCHENGFENYOUXUANHUNHE
11564,210002,JYHLJZHH,金鹰红利价值混合,混合型-灵活,JINYINGHONGLIJIAZHIHUNHE
11565,210003,JYHYYSHH,金鹰行业优势混合,混合型-偏股,JINYINGHANGYEYOUSHIHUNHE
11566,210004,JYWJCZHH,金鹰稳健成长混合,混合型-偏股,JINYINGWENJIANCHENGZHANGHUNHE
11567,210005,JYZTYSHH,金鹰主题优势混合,混合型-偏股,JINYINGZHUTIYOUSHIHUNHE
11568,210006,JYYXHHA,金鹰元禧混合A,混合型-偏债,JINYINGYUANXIHUNHEA
11569,210007,JYJSLXLHPZHHA,金鹰技术领先灵活配置混合A,混合型-灵活,JINYINGJISHULINGXIANLINGHUOPEIZHIHUNHEA
11570,210008,JYCLPZHH,金鹰策略配置混合,混合型-偏股,JINYINGCELUEPEIZHIHUNHE
11571,210009,JYHXZYHH,金鹰核心资源混合,混合型-偏股,JINYINGHEXINZIYUANHUNHE
11572,210010,JYLHPZHHA,金鹰灵活配置混合A,混合型-灵活,JINYINGLINGHUOPEIZHIHUNHEA
11573,210011,JYLHPZHHC,金鹰灵活配置混合C,混合型-灵活,JINYINGLINGHUOPEIZHIHUNHEC
11574,210012,JYHBA,金鹰货币A,货币型,JINYINGHUOBIA
11575,210013,JYHBB,金鹰货币B,货币型,JINYINGHUOBIB
11576,210014,JYYFZQ,金鹰元丰债券,债券型-混合债,JINYINGYUANFENGZHAIQUAN
11577,213001,BYHLSYLHPZHHA,宝盈鸿利收益灵活配置混合A,混合型-灵活,BAOYINGHONGLISHOUYILINGHUOPEIZHIHUNHEA
11578,213002,BYFYHZZHH,宝盈泛沿海增长混合,混合型-偏股,BAOYINGFANYANHAIZENGZHANGHUNHE
11579,213003,BYCLZZHH,宝盈策略增长混合,混合型-偏股,BAOYINGCELUEZENGZHANGHUNHE
11580,213006,BYHXYSHHA,宝盈核心优势混合A,混合型-灵活,BAOYINGHEXINYOUSHIHUNHEA
11581,213007,BYZQSYZQAB,宝盈增强收益债券A/B,债券型-混合债,BAOYINGZENGQIANGSHOUYIZHAIQUANAB
11582,213008,BYZYYXHH,宝盈资源优选混合,混合型-偏股,BAOYINGZIYUANYOUXUANHUNHE
11583,213009,BYHBA,宝盈货币A,货币型,BAOYINGHUOBIA
11584,213010,BYZZ100ZSZQA,宝盈中证100指数增强A,指数型-股票,BAOYINGZHONGZHENG100ZHISHUZENGQIANGA
11585,213907,BYZQSYZQAB,宝盈增强收益债券A/B(后端),债券型-混合债,BAOYINGZENGQIANGSHOUYIZHAIQUANAB
11586,213908,BYZYYXHH,宝盈资源优选混合(后端),混合型-偏股,BAOYINGZIYUANYOUXUANHUNHE
11587,213909,BYHBB,宝盈货币B,货币型,BAOYINGHUOBIB
11588,213917,BYZQSYZQC,宝盈增强收益债券C,债券型-混合债,BAOYINGZENGQIANGSHOUYIZHAIQUANC
11589,217001,ZSATHH,招商安泰混合,混合型-偏股,ZHAOSHANGANTAIHUNHE
11590,217002,ZSATPHHH,招商安泰平衡混合,混合型-平衡,ZHAOSHANGANTAIPINGHENGHUNHE
11591,217003,ZSATZQA,招商安泰债券A,债券型-长债,ZHAOSHANGANTAIZHAIQUANA
11592,217004,ZSXJZZHBA,招商现金增值货币A,货币型,ZHAOSHANGXIANJINZENGZHIHUOBIA
11593,217005,ZSXFHH,招商先锋混合,混合型-平衡,ZHAOSHANGXIANFENGHUNHE
11594,217008,ZSABZLZQ,招商安本增利债券,债券型-混合债,ZHAOSHANGANBENZENGLIZHAIQUAN
11595,217009,ZSHXJZHH,招商核心价值混合,混合型-偏股,ZHAOSHANGHEXINJIAZHIHUNHE
11596,217010,ZSDPLCHH,招商大盘蓝筹混合,混合型-偏股,ZHAOSHANGDAPANLANCHOUHUNHE
11597,217011,ZSAXSYZQC,招商安心收益债券C,债券型-混合债,ZHAOSHANGANXINSHOUYIZHAIQUANC
11598,217012,ZSHYLXHHA,招商行业领先混合A,混合型-偏股,ZHAOSHANGHANGYELINGXIANHUNHEA
11599,217013,ZSZXPHH,招商中小盘混合,混合型-偏股,ZHAOSHANGZHONGXIAOPANHUNHE
11600,217014,ZSXJZZHBB,招商现金增值货币B,货币型,ZHAOSHANGXIANJINZENGZHIHUOBIB
11601,217016,ZSSZ100ZSA,招商深证100指数A,指数型-股票,ZHAOSHANGSHENZHENG100ZHISHUA
11602,217017,ZSSZXF80ETFLJA,招商上证消费80ETF联接A,指数型-股票,ZHAOSHANGSHANGZHENGXIAOFEI80ETFLIANJIEA
11603,217018,ZSARJQZQ,招商安瑞进取债券,债券型-混合债,ZHAOSHANGANRUIJINQUZHAIQUAN
11604,217019,ZSSZTMT50ETFLJA,招商深证TMT50ETF联接A,指数型-股票,ZHAOSHANGSHENZHENGTMT50ETFLIANJIEA
11605,217020,ZSADLHPZHH,招商安达灵活配置混合,混合型-灵活,ZHAOSHANGANDALINGHUOPEIZHIHUNHE
11606,217021,ZSYSQYHH,招商优势企业混合,混合型-灵活,ZHAOSHANGYOUSHIQIYEHUNHE
11607,217022,ZSCYZQA,招商产业债券A,债券型-混合债,ZHAOSHANGCHANYEZHAIQUANA
11608,217023,ZSXYZQZQA,招商信用增强债券A,债券型-混合债,ZHAOSHANGXINYONGZENGQIANGZHAIQUANA
11609,217024,ZSAYZQA,招商安盈债券A,债券型-混合债,ZHAOSHANGANYINGZHAIQUANA
11610,217025,ZSLC7TZQA,招商理财7天债券A,债券型-中短债,ZHAOSHANGLICAI7TIANZHAIQUANA
11611,217026,ZSLC7TZQB,招商理财7天债券B,债券型-中短债,ZHAOSHANGLICAI7TIANZHAIQUANB
11612,217027,ZSYSCJ50ZSA,招商央视财经50指数A,指数型-股票,ZHAOSHANGYANGSHICAIJING50ZHISHUA
11613,217203,ZSATZQB,招商安泰债券B,债券型-长债,ZHAOSHANGANTAIZHAIQUANB
11614,229002,TDHLNXCLHH,泰达宏利逆向策略混合,混合型-偏股,TAIDAHONGLINIXIANGCELUEHUNHE
11615,233001,DMJCHYHH,大摩基础行业混合,混合型-偏股,DAMOJICHUHANGYEHUNHE
11616,233005,DMQSYZQ,大摩强收益债券,债券型-混合债,DAMOQIANGSHOUYIZHAIQUAN
11617,233006,DMLXYSHH,大摩领先优势混合,混合型-偏股,DAMOLINGXIANYOUSHIHUNHE
11618,233007,DMZYCZHH,大摩卓越成长混合,混合型-偏股,DAMOZHUOYUECHENGZHANGHUNHE
11619,233008,DMXFLHHH,大摩消费领航混合,混合型-偏股,DAMOXIAOFEILINGHANGHUNHE
11620,233009,DMDYZCLHH,大摩多因子策略混合,混合型-偏股,DAMODUOYINZICELUEHUNHE
11621,233010,DMSZ300ZSZQ,大摩深证300指数增强,指数型-股票,DAMOSHENZHENG300ZHISHUZENGQIANG
11622,233011,DMZTYXHH,大摩主题优选混合,混合型-偏股,DAMOZHUTIYOUXUANHUNHE
11623,233012,DMDYSYZQA,大摩多元收益债券A,债券型-混合债,DAMODUOYUANSHOUYIZHAIQUANA
11624,233013,DMDYSYZQC,大摩多元收益债券C,债券型-混合债,DAMODUOYUANSHOUYIZHAIQUANC
11625,233015,DMLHPZHHA,大摩量化配置混合A,混合型-偏股,DAMOLIANGHUAPEIZHIHUNHEA
11626,240001,HBBKXFP,华宝宝康消费品,混合型-平衡,HUABAOBAOKANGXIAOFEIPIN
11627,240002,HBBKPZHH,华宝宝康配置混合,混合型-灵活,HUABAOBAOKANGPEIZHIHUNHE
11628,240003,HBBKZQA,华宝宝康债券A,债券型-混合债,HUABAOBAOKANGZHAIQUANA
11629,240004,HBDLZH,华宝动力组合,混合型-偏股,HUABAODONGLIZUHE
11630,240005,HBDCLZZKF,华宝多策略增长开放,混合型-偏股,HUABAODUOCELUEZENGZHANGKAIFANG
11631,240006,HBXJBHBA,华宝现金宝货币A,货币型,HUABAOXIANJINBAOHUOBIA
11632,240007,HBXJBHBB,华宝现金宝货币B,货币型,HUABAOXIANJINBAOHUOBIB
11633,240008,HBSYZZHH,华宝收益增长混合,混合型-偏股,HUABAOSHOUYIZENGZHANGHUNHE
11634,240009,HBXJCZHH,华宝先进成长混合,混合型-偏股,HUABAOXIANJINCHENGZHANGHUNHE
11635,240010,HBHYJXHH,华宝行业精选混合,混合型-偏股,HUABAOHANGYEJINGXUANHUNHE
11636,240011,HBDPJXHH,华宝大盘精选混合,混合型-偏股,HUABAODAPANJINGXUANHUNHE
11637,240012,HBZQSYZQA,华宝增强收益债券A,债券型-混合债,HUABAOZENGQIANGSHOUYIZHAIQUANA
11638,240013,HBZQSYZQB,华宝增强收益债券B,债券型-混合债,HUABAOZENGQIANGSHOUYIZHAIQUANB
11639,240014,HBZZ100ZSA,华宝中证100指数A,指数型-股票,HUABAOZHONGZHENG100ZHISHUA
11640,240015,HBZZ100ZSA,华宝中证100指数A(后端),指数型-股票,HUABAOZHONGZHENG100ZHISHUA
11641,240016,HBSZ180JZLJ,华宝上证180价值联接,指数型-股票,HUABAOSHANGZHENG180JIAZHILIANJIE
11642,240017,HBXXCYHH,华宝新兴产业混合,混合型-偏股,HUABAOXINXINGCHANYEHUNHE
11643,240018,HBKZZZQA,华宝可转债债券A,债券型-可转债,HUABAOKEZHUANZHAIZHAIQUANA
11644,240019,HBZZYHETFLJA,华宝中证银行ETF联接A,指数型-股票,HUABAOZHONGZHENGYINHANGETFLIANJIEA
11645,240020,HBYYSWHH,华宝医药生物混合,混合型-偏股,HUABAOYIYAOSHENGWUHUNHE
11646,240022,HBZYYXHHA,华宝资源优选混合A,混合型-偏股,HUABAOZIYUANYOUXUANHUNHEA
11647,241001,HBHWZGCZHH,华宝海外中国成长混合,QDII,HUABAOHAIWAIZHONGGUOCHENGZHANGHUNHE
11648,253010,GLAAXCZHH,国联安安心成长混合,混合型-偏债,GUOLIANANANXINCHENGZHANGHUNHE
11649,253020,GLAZLZQA,国联安增利债券A,债券型-混合债,GUOLIANANZENGLIZHAIQUANA
11650,253021,GLAZLZQB,国联安增利债券B,债券型-混合债,GUOLIANANZENGLIZHAIQUANB
11651,253030,GLAXXZYZQ,国联安信心增益债券,债券型-混合债,GUOLIANANXINXINZENGYIZHAIQUAN
11652,253050,GLAHBA,国联安货币A,货币型,GUOLIANANHUOBIA
11653,253051,GLAHBB,国联安货币B,货币型,GUOLIANANHUOBIB
11654,253060,GLAXXZZZQA,国联安信心增长债券A,债券型-混合债,GUOLIANANXINXINZENGZHANGZHAIQUANA
11655,253061,GLAXXZZZQB,国联安信心增长债券B,债券型-混合债,GUOLIANANXINXINZENGZHANGZHAIQUANB
11656,255010,GLAWJHH,国联安稳健混合,混合型-平衡,GUOLIANANWENJIANHUNHE
11657,257010,GLAXPJXHH,国联安小盘精选混合,混合型-偏股,GUOLIANANXIAOPANJINGXUANHUNHE
11658,257020,GLAJXHH,国联安精选混合,混合型-偏股,GUOLIANANJINGXUANHUNHE
11659,257021,GLAJXHH,国联安精选混合(后端),混合型-偏股,GUOLIANANJINGXUANHUNHE
11660,257030,GLAYSHH,国联安优势混合,混合型-偏股,GUOLIANANYOUSHIHUNHE
11661,257031,GLAYSHH,国联安优势混合(后端),混合型-偏股,GUOLIANANYOUSHIHUNHE
11662,257040,GLAHLHH,国联安红利混合,混合型-偏股,GUOLIANANHONGLIHUNHE
11663,257041,GLAHLHH,国联安红利混合(后端),混合型-偏股,GUOLIANANHONGLIHUNHE
11664,257050,GLAZTQDHH,国联安主题驱动混合,混合型-偏股,GUOLIANANZHUTIQUDONGHUNHE
11665,257060,GLASZSPETFLJ,国联安上证商品ETF联接,指数型-股票,GUOLIANANSHANGZHENGSHANGPINETFLIANJIE
11666,257070,GLAYXHYHH,国联安优选行业混合,混合型-偏股,GUOLIANANYOUXUANHANGYEHUNHE
11667,260101,JSCCYXHH,景顺长城优选混合,混合型-偏股,JINGSHUNCHANGCHENGYOUXUANHUNHE
11668,260102,JSHBA,景顺货币A,货币型,JINGSHUNHUOBIA
11669,260103,JSCCDLPHHH,景顺长城动力平衡混合,混合型-平衡,JINGSHUNCHANGCHENGDONGLIPINGHENGHUNHE
11670,260104,JSCCNXZZHH,景顺长城内需增长混合,混合型-偏股,JINGSHUNCHANGCHENGNEIXUZENGZHANGHUNHE
11671,260108,JSCCXXCZHH,景顺长城新兴成长混合,混合型-偏股,JINGSHUNCHANGCHENGXINXINGCHENGZHANGHUNHE
11672,260109,JSCCNXEHHH,景顺长城内需贰号混合,混合型-偏股,JINGSHUNCHANGCHENGNEIXUERHAOHUNHE
11673,260110,JSCCJXLCHH,景顺长城精选蓝筹混合,混合型-偏股,JINGSHUNCHANGCHENGJINGXUANLANCHOUHUNHE
11674,260111,JSCCGSZLHH,景顺长城公司治理混合,混合型-偏股,JINGSHUNCHANGCHENGGONGSIZHILIHUNHE
11675,260112,JSCCNYJJHH,景顺长城能源基建混合,混合型-偏股,JINGSHUNCHANGCHENGNENGYUANJIJIANHUNHE
11676,260115,JSCCZXPHH,景顺长城中小盘混合,混合型-偏股,JINGSHUNCHANGCHENGZHONGXIAOPANHUNHE
11677,260116,JSCCHXJZLHHA,景顺长城核心竞争力混合A,混合型-偏股,JINGSHUNCHANGCHENGHEXINJINGZHENGLIHUNHEA
11678,260117,JSCCZZCYHH,景顺长城支柱产业混合,混合型-偏股,JINGSHUNCHANGCHENGZHIZHUCHANYEHUNHE
11679,260202,JSHBB,景顺货币B,货币型,JINGSHUNHUOBIB
11680,261001,JSCCWDSYZQA,景顺长城稳定收益债券A,债券型-混合债,JINGSHUNCHANGCHENGWENDINGSHOUYIZHAIQUANA
11681,261002,JSCCYXZLZQA,景顺长城优信增利债券A,债券型-长债,JINGSHUNCHANGCHENGYOUXINZENGLIZHAIQUANA
11682,261101,JSCCWDSYZQC,景顺长城稳定收益债券C,债券型-混合债,JINGSHUNCHANGCHENGWENDINGSHOUYIZHAIQUANC
11683,261102,JSCCYXZLZQC,景顺长城优信增利债券C,债券型-长债,JINGSHUNCHANGCHENGYOUXINZENGLIZHAIQUANC
11684,262001,JSCCDZHHHQDIIRMB,景顺长城大中华混合(QDII)人民币,QDII,JINGSHUNCHANGCHENGDAZHONGHUAHUNHEQDIIRENMINBI
11685,270001,GFJFHH,广发聚富混合,混合型-平衡,GUANGFAJUFUHUNHE
11686,270002,GFWJZZHHA,广发稳健增长混合A,混合型-平衡,GUANGFAWENJIANZENGZHANGHUNHEA
11687,270004,GFHBA,广发货币A,货币型,GUANGFAHUOBIA
11688,270005,GFJFHHA,广发聚丰混合A,混合型-偏股,GUANGFAJUFENGHUNHEA
11689,270006,GFCLYXHH,广发策略优选混合,混合型-偏股,GUANGFACELUEYOUXUANHUNHE
11690,270007,GFDPCZHH,广发大盘成长混合,混合型-偏股,GUANGFADAPANCHENGZHANGHUNHE
11691,270008,GFHXJXHH,广发核心精选混合,混合型-偏股,GUANGFAHEXINJINGXUANHUNHE
11692,270009,GFZQZQ,广发增强债券,债券型-混合债,GUANGFAZENGQIANGZHAIQUAN
11693,270010,GFHS300ETFLJA,广发沪深300ETF联接A,指数型-股票,GUANGFAHUSHEN300ETFLIANJIEA
11694,270011,GFJFHH,广发聚富混合(后端),混合型-平衡,GUANGFAJUFUHUNHE
11695,270012,GFWJZZHHA,广发稳健增长混合A(后端),混合型-平衡,GUANGFAWENJIANZENGZHANGHUNHEA
11696,270014,GFHBB,广发货币B,货币型,GUANGFAHUOBIB
11697,270015,GFJFHHA,广发聚丰混合A(后端),混合型-偏股,GUANGFAJUFENGHUNHEA
11698,270016,GFCLYXHH,广发策略优选混合(后端),混合型-偏股,GUANGFACELUEYOUXUANHUNHE
